.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,LocalTime_DDMMYY_HMS,lab,mode,participant,gender,age,handed,intruct_lang,loc_quad,trial,start_position,trial_direction,catch_trial,t_stim_1,t_stim_2,t_stim_3,t_stim_4,experiment_time_s,key_pressed,press_time,t_trial,block,attention,expected,recalibrated,
0,-1,-1,0,,,19/3/2024_10:9:7,none,default,321,Male,554,left,English,0,11,3,1,0,515.1201999979094,1106.8028999943635,1716.7191999978968,2388.4213999990607,46.2501398999957,None,None,2998.196699998516,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:9:10,none,default,321,Male,554,left,English,0,12,3,0,2,487.2432999982266,1092.4939000033191,1718.1905000034021,2356.308300004457,49.22165329999552,space,1643.0872999990243,2967.5283000033232,1,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:9:13,none,default,321,Male,554,left,English,0,13,3,1,0,485.7560999953421,1158.6366999981692,1818.9120999959414,2413.6874999967404,52.24676499999623,None,None,3020.1890999960597,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:9:16,none,default,321,Male,554,left,English,0,14,3,1,0,577.4030000029597,1186.0718000025372,1883.6363000009442,2485.084800006007,55.34492139999929,None,None,3091.7933999953675,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:9:19,none,default,321,Male,554,left,English,0,15,3,0,0,593.8666000001831,1166.0848999963491,1810.8123999991221,2467.232499999227,58.42346769999858,None,None,3074.0853999959654,1,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:9:22,none,default,321,Male,554,left,English,0,16,3,1,0,468.51069999684114,1135.6308999966132,1725.340099997993,2376.5060999940033,61.409941199999594,None,None,2982.7050999956555,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:9:25,none,default,321,Male,554,left,English,0,17,3,1,0,475.58679999929154,1051.241300003312,1628.8507999997819,2289.297900002566,64.30777779999335,None,None,2894.6447999987868,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:9:28,none,default,321,Male,554,left,English,0,18,3,0,0,535.1653000034275,1185.1997999983723,1872.1288000015193,2525.2273000005516,67.44233349999558,None,None,3131.351600000926,1,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:9:31,none,default,321,Male,554,left,English,0,19,3,1,0,545.6076999980723,1189.4720999989659,1821.4796999964165,2395.7518999959575,70.44789759999549,None,None,3002.650700000231,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:9:34,none,default,321,Male,554,left,English,0,20,3,0,0,523.3656000054907,1151.1920000048121,1794.330100005027,2414.1477000011946,73.47002029999567,None,None,3019.27479999722,1,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:10:4,none,default,321,Male,554,left,English,0,21,3,1,0,514.5899999988615,1195.5488000021433,1805.702999998175,2446.539099997608,104.0086633999963,None,None,3055.7170000029146,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:8,none,default,321,Male,554,left,English,0,22,3,0,0,541.4124999952037,1248.7312000012025,1936.4862000002177,2588.0123999959324,107.21210489999794,None,None,3197.480800001358,2,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:10:11,none,default,321,Male,554,left,English,0,23,3,1,0,467.386099997384,1065.7195999956457,1754.2153999966104,2451.1367000013706,110.27736849999928,None,None,3058.7801999936346,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:14,none,default,321,Male,554,left,English,0,24,3,1,0,589.543699999922,1235.3232000023127,1820.0607999970089,2398.361899999145,113.2887241999997,None,None,3006.4569000023766,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:17,none,default,321,Male,554,left,English,0,25,3,1,0,510.2530999938608,1149.095299995679,1725.895199997467,2406.8162999974447,116.30696309999621,None,None,3014.280700001109,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:20,none,default,321,Male,554,left,English,0,26,3,0,0,536.1964000039734,1192.2946000049706,1815.215000002354,2487.8489000038826,119.40246329999354,None,None,3092.9176000063308,2,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:10:23,none,default,321,Male,554,left,English,0,27,3,1,0,479.3904999969527,1098.971999999776,1690.8493999944767,2265.214399994875,122.27720810000028,None,None,2871.969599997101,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:26,none,default,321,Male,554,left,English,0,28,3,1,0,497.52750000334345,1116.539400005422,1690.5767999996897,2281.533400004264,125.1702754999933,None,None,2889.8827000011806,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:29,none,default,321,Male,554,left,English,0,29,3,0,0,520.7265999997617,1214.6199999988312,1896.1039999994682,2540.3186999974423,128.32052459999977,None,None,3147.5050000008196,2,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:10:32,none,default,321,Male,554,left,English,0,30,3,1,0,526.8400999993901,1141.2248999986332,1820.4483000008622,2427.638499997556,131.359383899995,None,None,3035.728700000618,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:35,none,default,321,Male,554,left,English,0,31,3,1,0,578.2226000010269,1265.5717000016011,1910.242300000391,2515.4506000035326,134.48637289999897,None,None,3122.308800004248,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:38,none,default,321,Male,554,left,English,0,32,3,0,0,515.146800004004,1180.5674000061117,1783.8823000056436,2360.9239000070374,137.45594819999678,None,None,2966.98589999869,2,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:10:41,none,default,321,Male,554,left,English,0,33,3,1,0,475.46049999800744,1105.5336999997962,1671.4217999979155,2265.6944999980624,140.33615799999825,None,None,2876.783899999282,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:44,none,default,321,Male,554,left,English,0,34,3,1,0,523.0079999964801,1145.442399996682,1756.0024999984307,2419.266199998674,143.36574629999814,None,None,3025.1872000008007,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:47,none,default,321,Male,554,left,English,0,35,3,0,0,540.6602000002749,1238.8467999990098,1853.7417000043206,2450.2327000009245,146.426235299994,None,None,3056.282799996552,2,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:10:50,none,default,321,Male,554,left,English,0,36,3,1,0,494.27969999669585,1082.8719999990426,1760.5994999976247,2412.434599995322,149.44915399999445,None,None,3018.920299997262,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:53,none,default,321,Male,554,left,English,0,37,3,1,0,545.4406999997445,1214.693800000532,1793.6470999993617,2414.6296000035363,152.47723339999357,None,None,3023.602799999935,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:10:56,none,default,321,Male,554,left,English,0,38,3,0,0,474.61589999875287,1051.6887999983737,1685.2182999937213,2374.949099998048,155.46363169999677,None,None,2981.693900001119,2,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:10:59,none,default,321,Male,554,left,English,0,39,3,0,0,456.41270000487566,1116.106800000125,1808.4837999995216,2489.0649000008125,158.56230119999964,None,None,3095.4619999974966,2,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:11:2,none,default,321,Male,554,left,English,0,40,3,1,0,459.858099995472,1028.41819999594,1670.0907999984338,2267.3409999988507,161.43878469999618,None,None,2874.0192000041134,2,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:9,none,default,321,Male,554,left,English,0,41,3,1,0,572.4804999990738,1209.5386999935727,1783.447799993155,2477.506600000197,168.03906269999425,None,None,3088.0003000056604,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:12,none,default,321,Male,554,left,English,0,42,3,1,0,515.5564000015147,1207.740300000296,1872.8770000016084,2511.1962000009953,171.1630032999965,None,None,3119.1266999958316,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:15,none,default,321,Male,554,left,English,0,43,3,0,0,466.9521000032546,1149.8168000034639,1740.5403000011574,2446.827600004326,174.22272419999354,None,None,3053.4561000022222,3,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:11:18,none,default,321,Male,554,left,English,0,44,3,1,0,515.8825999969849,1154.9242999972194,1810.5288000006112,2514.7907999999006,177.35115879999648,None,None,3123.219200002495,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:21,none,default,321,Male,554,left,English,0,45,3,1,0,486.17039999953704,1156.09509999922,1741.0061999980826,2371.138099995733,180.33160649999627,None,None,2977.338000004238,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:24,none,default,321,Male,554,left,English,0,46,3,0,0,479.06700000021374,1125.7082000010996,1823.0251999993925,2470.825899996271,183.4160899999988,None,None,3080.328500000178,3,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:11:27,none,default,321,Male,554,left,English,0,47,3,1,0,502.9316000000108,1146.381400001701,1746.1350000012317,2313.416999997571,186.3399833000003,None,None,2920.53379999561,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:30,none,default,321,Male,554,left,English,0,48,3,1,0,546.2781000023824,1141.6142000016407,1730.592500003695,2384.2437000057544,189.33509380000032,None,None,2990.7505000010133,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:33,none,default,321,Male,554,left,English,0,49,3,0,3,523.280599998543,1201.5266999951564,1884.9782999968738,2482.2490999940783,192.4319910999984,space,3018.8971999959904,3092.375499996706,3,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:11:36,none,default,321,Male,554,left,English,0,50,3,1,0,504.6771000052104,1084.3554000020958,1767.9984999995213,2345.688900000823,195.3917422999948,None,None,2955.563900002744,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:39,none,default,321,Male,554,left,English,0,51,3,1,0,471.3169000024209,1083.131899998989,1754.1571000037948,2411.152500004391,198.41303949999565,space,2083.682399999816,3017.371900001308,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:42,none,default,321,Male,554,left,English,0,52,3,0,0,601.7111000037403,1279.5052000001306,1914.4987000036053,2598.930600004678,201.62463239999488,space,2421.334900005604,3207.972600001085,3,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:11:45,none,default,321,Male,554,left,English,0,53,3,1,1,535.1901999965776,1112.7575999998953,1800.5741000015405,2427.2294999973383,204.66181599999982,space,1984.655100000964,3033.3823999972083,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:48,none,default,321,Male,554,left,English,0,54,3,1,0,489.20949999592267,1127.231500002381,1739.5040999981575,2417.73970000213,207.69376229999762,None,None,3025.4465999969398,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:51,none,default,321,Male,554,left,English,0,55,3,0,0,574.1702000013902,1218.8039000029676,1906.558499998937,2519.233200000599,210.8236803999971,None,None,3124.881699994148,3,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:11:54,none,default,321,Male,554,left,English,0,56,3,1,0,493.46849999710685,1191.9418999968912,1809.8873999988427,2414.4089999972493,213.8506500999938,space,2532.389100000728,3022.6551000014297,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:11:57,none,default,321,Male,554,left,English,0,57,3,1,0,552.575000001525,1228.93330000079,1804.9984000026598,2488.33050000394,216.9513139999981,None,None,3096.9886999955634,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:0,none,default,321,Male,554,left,English,0,58,3,0,0,487.73570000048494,1086.4463999969303,1659.5496000009007,2309.832400002051,219.8702395999935,None,None,2916.274399998656,3,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:12:4,none,default,321,Male,554,left,English,0,59,3,1,0,550.6282999995165,1235.4714999964926,1918.451699995785,2578.8902999993297,223.06142399999953,None,None,3188.1060999949113,3,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:7,none,default,321,Male,554,left,English,0,60,3,0,0,584.0745999958017,1227.6703999959864,1819.913599996653,2459.745699998166,226.13109989999793,None,None,3066.8205999972997,3,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:12:14,none,default,321,Male,554,left,English,0,61,3,1,0,498.41749999905005,1071.6120999932173,1719.6546999985003,2369.5658999931766,233.9954138999965,None,None,2979.500099994766,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:18,none,default,321,Male,554,left,English,0,62,3,0,0,542.8002999979071,1246.6378999961307,1936.780899995938,2591.1500999936834,237.20223049999913,None,None,3201.7067999986466,4,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:12:21,none,default,321,Male,554,left,English,0,63,3,1,0,595.6679000009899,1298.289799997292,1989.9439000000712,2670.604300001287,240.4856168999977,None,None,3277.3698000019067,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:24,none,default,321,Male,554,left,English,0,64,3,1,2,522.7440000016941,1150.9348999970825,1810.5335000000196,2468.543099996168,243.56661099999474,None,None,3076.7381000041496,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:27,none,default,321,Male,554,left,English,0,65,3,0,0,514.2674999951851,1136.0072999959812,1738.5938000006718,2324.7326999990037,246.49976179999794,None,None,2930.2699999971082,4,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:12:30,none,default,321,Male,554,left,English,0,66,3,1,0,509.50709999597166,1142.439099996409,1745.7891999947606,2338.510399997176,249.44907549999334,None,None,2946.2644000013825,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:33,none,default,321,Male,554,left,English,0,67,3,1,0,492.5902000031783,1178.1307999990531,1783.6671999975806,2371.838899998693,252.43066279999766,None,None,2978.4231999947224,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:36,none,default,321,Male,554,left,English,0,68,3,0,0,544.0075000005891,1240.6358000007458,1933.5109000021475,2549.0239999999176,255.59495239999524,None,None,3160.0504999951227,4,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:12:39,none,default,321,Male,554,left,English,0,69,3,1,0,500.5665999997291,1065.36000000051,1708.7096999966889,2382.190199998149,258.5897774999976,None,None,2990.5337000018335,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:42,none,default,321,Male,554,left,English,0,70,3,1,0,592.3144999978831,1169.080399995437,1849.1305999996257,2456.1210999963805,261.65901449999365,None,None,3062.827899993863,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:45,none,default,321,Male,554,left,English,0,71,3,0,0,594.6468999973149,1234.2653999949107,1889.7698000000673,2553.536299994448,264.82933489999414,None,None,3164.8667999979807,4,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:12:48,none,default,321,Male,554,left,English,0,72,3,1,0,503.0618999953731,1133.9803000009852,1810.350899999321,2415.2889999968465,267.8555878999978,None,None,3022.0238999972935,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:51,none,default,321,Male,554,left,English,0,73,3,1,0,551.899100006267,1197.946400003275,1797.3614000002271,2454.9685000019963,270.92062779999833,None,None,3062.085300000035,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:54,none,default,321,Male,554,left,English,0,74,3,1,0,473.28070000367006,1169.17100000137,1781.2902000005124,2401.69330000208,273.9324287999989,None,None,3007.823699997971,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:12:58,none,default,321,Male,554,left,English,0,75,3,0,0,510.64380000025267,1212.4154999983148,1886.1118999993778,2491.465999999491,277.03580689999944,None,None,3101.4827999970294,4,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:13:1,none,default,321,Male,554,left,English,0,76,3,1,0,577.8185999952257,1152.51089999947,1831.3064999965718,2420.451999998477,280.0665155999959,None,None,3028.3009999984642,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:13:4,none,default,321,Male,554,left,English,0,77,3,1,0,480.7488000005833,1106.8837999991956,1764.7864000027766,2457.89369999693,283.13335319999896,None,None,3063.3968000038294,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:13:7,none,default,321,Male,554,left,English,0,78,3,0,0,570.376399999077,1164.618499999051,1839.5552000001771,2539.561700003105,286.28623559999687,None,None,3149.110699996527,4,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:13:10,none,default,321,Male,554,left,English,0,79,3,0,0,562.6464000015403,1124.3415999997524,1730.5130999957328,2335.7487999965088,289.23270709999633,None,None,2944.00719999976,4,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:13:13,none,default,321,Male,554,left,English,0,80,3,1,0,596.905099999276,1235.8182000025408,1855.8898999981466,2502.2916000016266,292.3444810999936,None,None,3109.181299994816,4,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:13:20,none,default,321,Male,554,left,English,0,81,3,1,0,575.1843000034569,1138.9259999996284,1711.4397999976063,2313.6668000006466,299.8596638999952,None,None,2924.842300002638,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:13:23,none,default,321,Male,554,left,English,0,82,3,0,2,507.32020000577904,1134.9524000033853,1812.5957000011113,2486.999200002174,302.95848359999945,space,1572.8178999997908,3095.6898000004003,5,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:13:26,none,default,321,Male,554,left,English,0,83,3,1,0,492.376800000784,1078.7216000026092,1734.1225000054692,2419.002000002365,305.9886763999966,None,None,3026.84080000472,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:13:30,none,default,321,Male,554,left,English,0,84,3,1,0,571.5242000005674,1252.5401999955648,1960.0187999967602,2571.0058999975445,309.17324059999373,None,None,3181.3342000023113,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:13:33,none,default,321,Male,554,left,English,0,85,3,0,0,575.1899000024423,1147.4734000003082,1769.7553000034532,2428.8497000015923,312.2119578999991,None,None,3036.248500000511,5,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:13:36,none,default,321,Male,554,left,English,0,86,3,1,0,463.4851000009803,1136.9403999997303,1801.019599995925,2465.082099995925,315.2885688999959,None,None,3073.8168000025325,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:13:39,none,default,321,Male,554,left,English,0,87,3,1,0,533.4787999963737,1122.4944999994477,1751.741399995808,2443.4103000021423,318.34076999999525,None,None,3049.848700000439,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:13:42,none,default,321,Male,554,left,English,0,88,3,0,0,541.9562000024598,1211.6145999971195,1851.3164999967557,2431.81149999873,321.3825715999992,None,None,3039.0587999936542,5,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:13:45,none,default,321,Male,554,left,English,0,89,3,1,0,534.4901999997091,1203.6110999979428,1787.4053999985335,2424.223300004087,324.4188776999945,None,None,3032.670299995516,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:13:48,none,default,321,Male,554,left,English,0,90,3,1,0,581.5642000015941,1196.979400003329,1884.4654999993509,2483.2433000046876,327.5102218999964,None,None,3088.1363000007696,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:13:51,none,default,321,Male,554,left,English,0,91,3,0,0,468.63500000472413,1031.2311000016052,1693.7503000008292,2277.7969000017038,330.4016171999974,None,None,2888.201100002334,5,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:13:54,none,default,321,Male,554,left,English,0,92,3,1,0,571.1645999981556,1238.906799997494,1818.8755000010133,2436.5414999992936,333.45064479999564,None,None,3045.8590000052936,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:13:57,none,default,321,Male,554,left,English,0,93,3,1,0,525.081499996304,1149.656599998707,1820.1946999979555,2513.1478999974206,336.57803059999424,None,None,3124.1577999971923,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:0,none,default,321,Male,554,left,English,0,94,3,1,0,533.8367000003927,1232.8193000066676,1892.5646000061533,2581.7128000053344,339.7715795999975,None,None,3191.0920000009355,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:3,none,default,321,Male,554,left,English,0,95,3,0,0,468.55800000048475,1147.28119999927,1775.2038999969955,2395.655300002545,342.7759398999988,None,None,3000.1504000028945,5,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:14:6,none,default,321,Male,554,left,English,0,96,3,1,0,541.2022000018624,1174.2139999987558,1782.8879000007873,2397.300399999949,345.7841128999935,None,None,3005.160299995623,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:9,none,default,321,Male,554,left,English,0,97,3,1,0,551.7945000028703,1181.1123000006774,1787.3076000032597,2420.104500000889,348.81780729999446,None,None,3028.9485000030254,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:12,none,default,321,Male,554,left,English,0,98,3,0,0,576.6393000012613,1223.7066000016057,1901.209600000584,2535.276499998872,351.96430159999727,None,None,3140.817999999854,5,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:14:16,none,default,321,Male,554,left,English,0,99,3,0,0,545.465500006685,1195.1336000056472,1890.2751000059652,2479.163800002425,355.0555563999951,None,None,3086.401799999294,5,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:14:19,none,default,321,Male,554,left,English,0,100,3,1,0,468.7188000025344,1155.3811000048881,1861.6498000046704,2534.0597000031266,358.20239779999974,None,None,3142.9343999989214,5,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:26,none,default,321,Male,554,left,English,0,101,1,1,3,529.9479000022984,1213.4656999987783,1892.0597000033013,2564.306899999792,365.29244769999787,None,None,3171.7986000003293,6,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:29,none,default,321,Male,554,left,English,0,102,1,0,0,467.13869999803137,1155.5217999994056,1833.396800000628,2415.4533999972045,368.3199487999955,None,None,3022.397299995646,6,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:14:32,none,default,321,Male,554,left,English,0,103,1,1,0,475.2525000003516,1101.963799999794,1737.451000000874,2382.5750000032713,371.3150344999958,space,743.0525000017951,2991.5500999995857,6,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:35,none,default,321,Male,554,left,English,0,104,1,1,1,503.7564000012935,1100.5443000030937,1795.003600003838,2431.87630000466,374.35693170000013,None,None,3039.2541000037454,6,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:38,none,default,321,Male,554,left,English,0,105,1,1,0,503.8051000010455,1102.2927000012714,1735.246600001119,2381.7210999986855,377.3484774999961,None,None,2988.951300001645,6,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:41,none,default,321,Male,554,left,English,0,106,1,0,0,555.8604000034393,1189.7664000061923,1867.3436000026413,2550.043800001731,380.5120917999957,None,None,3161.1097999993945,6,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:14:44,none,default,321,Male,554,left,English,0,107,1,1,0,505.3446999954758,1202.7345999958925,1882.3954999970738,2521.827899996424,383.64405709999846,None,None,3129.491500003496,6,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:47,none,default,321,Male,554,left,English,0,108,1,1,0,497.37359999562614,1124.9586999983876,1717.467399997986,2306.9582999960403,386.55815939999593,None,None,2911.2558999986504,6,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:50,none,default,321,Male,554,left,English,0,109,1,0,0,577.3611999975401,1143.7622999947052,1804.7111999985646,2408.450700000685,389.57894829999714,None,None,3016.834900001413,6,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:14:53,none,default,321,Male,554,left,English,0,110,1,1,0,516.0470000046189,1178.9875000031316,1848.9856000014697,2502.122900004906,392.69229499999346,None,None,3110.418500000378,6,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:56,none,default,321,Male,554,left,English,0,111,1,1,0,589.3566000013379,1157.993600005284,1848.348100000294,2476.193200003763,395.7807285999952,None,None,3085.136900001089,6,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:14:59,none,default,321,Male,554,left,English,0,112,1,0,0,524.1879999957746,1212.9595000005793,1861.2725999992108,2498.4450999982073,398.8919537999973,None,None,3106.8690000029164,6,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_10:15:2,none,default,321,Male,554,left,English,0,113,1,1,0,569.4596000030288,1201.134800001455,1812.9744000034407,2460.486600000877,401.9647874000002,None,None,3067.1589999983553,6,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:15:5,none,default,321,Male,554,left,English,0,114,1,1,0,495.6562999941525,1144.1620999976294,1795.2366999961669,2429.571599997871,405.0079365999991,None,None,3039.7768000038923,6,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_10:15:8,none,default,321,Male,554,left,English,0,115,1,0,0,501.44559999898775,1119.7477000023355,1691.6176000013365,2314.1889000035007,407.937219499996,None,None,2924.1880999979912,6,attended,odd,0.0,
