.thisRepN,.thisTrialN,.thisN,.thisIndex,thisRow.t,notes,LocalTime_DDMMYY_HMS,lab,mode,participant,gender,age,handed,intruct_lang,loc_quad,trial,start_position,trial_direction,catch_trial,t_stim_1,t_stim_2,t_stim_3,t_stim_4,experiment_time_s,key_pressed,press_time,t_trial,block,attention,expected,recalibrated,
0,-1,-1,0,,,19/3/2024_11:56:11,none,default,21,Male,gdf,left,English,0,1,3,1,0,500.74649999442045,1130.7798999987426,1822.0437999989372,2487.8503999934765,8.365586600004463,None,None,3102.1417000010842,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:56:14,none,default,21,Male,gdf,left,English,0,2,3,1,0,509.92439999390626,1112.7891999931308,1784.5629999937955,2389.580399998522,11.378707399999257,None,None,3005.607400002191,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:56:17,none,default,21,Male,gdf,left,English,0,3,3,0,0,587.8236999997171,1280.996600005892,1904.8729999994976,2468.691600006423,14.46554570000444,None,None,3081.47270000336,1,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_11:56:20,none,default,21,Male,gdf,left,English,0,4,3,1,0,570.2898999952595,1194.4975999940652,1761.0005999958958,2362.552399994456,17.443380400000024,None,None,2970.341099993675,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:56:23,none,default,21,Male,gdf,left,English,0,5,3,1,0,489.775499998359,1136.4572999955271,1734.571999993932,2343.3884999976726,20.410202899998694,None,None,2959.0366999982507,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:56:26,none,default,21,Male,gdf,left,English,0,6,3,0,0,520.4881000026944,1213.2427000033204,1786.723000004713,2364.759399999457,23.39612670000497,None,None,2978.647700001602,1,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_11:56:29,none,default,21,Male,gdf,left,English,0,7,3,1,4,522.4914999998873,1125.4220999981044,1707.2360000020126,2349.0288999964832,26.363949099999445,None,None,2962.6992999983486,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:56:32,none,default,21,Male,gdf,left,English,0,8,3,1,0,492.5883000032627,1110.955100004503,1812.6986999996006,2377.5041999979294,29.359499099999084,None,None,2988.5292000035406,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:56:35,none,default,21,Male,gdf,left,English,0,9,3,0,0,497.51090000063414,1099.74090000469,1753.2530000025872,2456.2719000023208,32.43460469999991,None,None,3065.5379999952856,1,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_11:56:38,none,default,21,Male,gdf,left,English,0,10,3,1,0,532.1868000028189,1218.653700001596,1825.69670000521,2449.2831000025035,35.50509260000399,None,None,3062.4712999997428,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:56:41,none,default,21,Male,gdf,left,English,0,11,3,1,0,478.1208999993396,1100.9969000006095,1788.2677000015974,2494.5926000000327,38.618591300000844,None,None,3106.687999999849,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:56:44,none,default,21,Male,gdf,left,English,0,12,3,0,0,477.2042999975383,1064.1143999964697,1718.4144999991986,2423.771800000395,41.664684000003035,None,None,3037.150299998757,1,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_11:56:47,none,default,21,Male,gdf,left,English,0,13,3,1,0,508.8936999964062,1164.297399998759,1763.3845999953337,2351.533000000927,44.635333099999116,None,None,2962.48810000543,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:56:50,none,default,21,Male,gdf,left,English,0,14,3,1,1,496.58119999367045,1072.5942999997642,1767.1771999957855,2358.671299996786,47.61564780000481,None,None,2973.232000003918,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:56:53,none,default,21,Male,gdf,left,English,0,15,3,0,0,525.3053000051295,1204.4451000037952,1794.7824000002583,2449.7439000042505,50.68725290000293,None,None,3064.8122999991756,1,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_11:56:56,none,default,21,Male,gdf,left,English,0,16,3,1,0,481.95709999708924,1117.1095999961835,1709.2928999991273,2392.1134999982314,53.69780690000334,None,None,3003.1017000001157,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:56:59,none,default,21,Male,gdf,left,English,0,17,3,1,0,468.23280000535306,1169.1136000008555,1753.9898000031826,2425.680000000284,56.740533800002595,None,None,3036.061200000404,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:57:2,none,default,21,Male,gdf,left,English,0,18,3,0,0,538.5155000039958,1158.0145000043558,1799.1164000050048,2469.188800001575,59.83011980000447,None,None,3082.0410000014817,1,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_11:57:5,none,default,21,Male,gdf,left,English,0,19,3,0,1,599.5960000000196,1212.4912999934168,1829.8875999971642,2495.8266999965417,62.94835140000214,None,None,3109.9410000024363,1,attended,odd,0.0,
0,-1,-1,0,,,19/3/2024_11:57:9,none,default,21,Male,gdf,left,English,0,20,3,1,0,558.4441000028164,1258.649700001115,1947.2814000037033,2606.915000003937,66.17582309999852,None,None,3218.618699997023,1,attended,regular,0.0,
0,-1,-1,0,,,19/3/2024_11:57:28,none,default,21,Male,gdf,left,English,0,21,3,1,0,551.481700000295,1136.4816999994218,1751.4786000028835,2407.9551999966498,85.88498300000356,escape,1457.4640999999247,3022.67589999974,2,attended,regular,0.0,
